attack_type,is_attack,Unnamed: 0,flow_duration,down_up_ratio,fwd_header_size_min,fwd_header_size_max,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_rate,bwd_bulk_rate,Attack_type,comm_incoherent,intensity_pca_1,intensity_pca_2,intensity_pca_3,intensity_pca_4,payload_pca_1,payload_pca_2,payload_pca_3,traffic_pca_1,traffic_pca_2,tcp_semantics_incoherent,tcp_pca_1,tcp_pca_2,rate_ratio_log,proto__unknown,proto__tcp,proto__udp,service__dns,service__unknown,service__http,service__https,service__mqtt
unknown,,329,32.095422,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,24.666667,10.0,0.0,0.0,0.0,0.0,,False,5.028999817786882,-2.062904767333419,3.106554333353429,0.052795979333304,1.254778651501903,-1.836957238830374,1.41061674418492,11.49752187543948,3.819941179512045,True,4.818512606480937,0.8836173899588424,0.1024036963434477,1,0,0,0,1,0,0,0
unknown,,345,32.09625,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,24.666667,10.0,0.0,0.0,0.0,0.0,,False,5.034757612403335,-2.066740807815085,3.105012725812703,0.0548910518569388,1.076640061263763,-1.719708138624504,1.169032559267314,12.26680952907941,1.923679346623069,True,4.818512606480937,0.8836173899588424,0.1024016902040022,1,0,0,0,1,0,0,0
unknown,,368,32.071065,0.555556,32,20,32,40,0,2,1,3,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.047099395710009,-2.058752505883771,3.077662184748456,0.0718700110995815,1.130548421699841,-1.687690024704214,1.12629419079465,13.07085395518327,2.446733399219484,True,4.818512606480937,0.8836173899588424,0.1024670799281791,1,0,0,0,1,0,0,0
unknown,,415,32.081336,0.555556,32,40,32,40,0,2,1,0,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.045017663334346,-2.057325406648147,3.078319315063928,0.0710986118490222,0.6121870360560484,-1.466531974692484,1.529988999033828,12.43020859433683,3.230082755342534,True,3.206681358496345,1.270069106202724,0.1024400565067763,1,0,0,0,1,0,0,0
unknown,,445,31.88040100000001,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,120.0,10.666667,0.0,0.0,0.0,0.0,,False,5.032827531983347,-2.050009165671205,3.079543307975826,0.0669936591962999,2.515381199834861,-1.800969067423207,2.736751927999029,11.4467154695602,2.777220176926704,True,4.818512606480937,0.8836173899588424,0.1029705474487918,1,0,0,0,1,0,0,0
unknown,,449,31.891984,0.555556,32,40,20,40,0,2,1,3,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.032156559903355,-2.049527604688582,3.079809711985431,0.0667338831567131,2.515381199841372,-1.800969067445188,2.736751927988527,11.69334955634515,2.080171981278501,True,4.818512606480937,0.8836173899588424,0.1029402735662592,1,0,0,0,1,0,0,0
unknown,,480,32.058382,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.045191545643541,-2.057526955212456,3.078056820916545,0.07119669594721,2.515381199934412,-1.800969067759309,2.736751927838454,13.09590776177174,2.425699483143551,True,4.818512606480937,0.8836173899588424,0.0,1,0,0,0,1,0,0,0
unknown,,489,282.053472,0.6,32,40,32,40,1,2,1,3,3,15,0,0,0,0,19.0,8.0,0.0,0.0,0.0,0.0,,False,10.87643387443944,11.27353761630136,2.69105187137787,-3.791721886330991,1.362176134862484,-1.80931457646818,1.430082211786029,14.75572384313856,3.097133428107167,True,5.978843143798128,0.0864356841013608,0.0137900895244052,1,0,0,0,1,0,0,0
unknown,,495,47.072536,0.555556,20,40,32,40,0,2,1,3,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.155619455813656,-2.085688516887334,3.163071419815422,0.0925772146574471,2.515381205622137,-1.800969086962251,2.736751918664162,13.08390192148159,2.887003826021716,True,4.818512606480937,0.8836173899588424,0.074008271088943,1,0,0,0,1,0,0,0
unknown,,497,148.052784,0.6,32,40,32,40,1,2,1,3,3,15,0,0,0,0,18.75,7.75,0.0,0.0,0.0,0.0,,False,10.51028554776838,10.84540253529536,2.583153812664945,-3.64656735371878,2.642520710591626,-1.820931823402004,2.933974324599361,13.50720094818007,3.857752429882633,True,5.978843143798128,0.0864356841013608,0.0256333918139259,1,0,0,0,1,0,0,0
unknown,,498,351.058597,0.6,32,40,32,40,1,2,1,3,3,15,0,0,0,0,18.75,7.75,0.0,0.0,0.0,0.0,,False,7.925986336912444,3.007921130738564,3.021080220560252,-0.5123333959163401,2.642520712783124,-1.820931830800956,2.933974321064478,13.73801531851702,1.461395277052248,True,5.978843143798128,0.0864356841013608,0.0111402537355681,1,0,0,0,1,0,0,0
unknown,,34025,305.053017,0.6,32,40,32,40,1,2,1,3,3,15,0,0,0,0,19.0,8.0,0.0,0.0,0.0,0.0,,False,6.859378437621009,6.881083296404369,2.757989122490912,-3.973717146626492,2.669211085358808,-1.805014395982702,2.912782296618074,14.59108084349779,3.377948274106912,True,5.978843143798128,0.0864356841013608,0.012777098961729,1,0,0,0,1,0,0,0
unknown,,535,39.123467,0.555556,32,40,32,40,0,2,1,3,0,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.104762542615576,-2.073516184361052,3.12191511143159,0.0830818901760502,2.515381203154628,-1.800969078631427,2.736751922644251,13.02650922402753,2.766791245569654,True,3.333002204968138,0.9554403902966144,0.0867777830895286,1,0,0,0,1,0,0,0
unknown,,584,50.021522,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.174190395622619,-2.090921757833721,3.17611181114635,0.0963724043975458,2.515381206338103,-1.800969089379501,2.73675191750931,11.80071435567355,4.009980205900074,True,4.818512606480937,0.8836173899588424,0.0701780939799704,1,0,0,0,1,0,0,0
unknown,,590,15.151027,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,120.0,15.5,0.0,0.0,0.0,0.0,,False,4.817101063654005,-2.007038526078301,2.915008841110407,0.0200256380142097,2.488690807882382,-1.816886436821376,2.757943983700174,12.63819708427694,2.165781455775722,True,4.818512606480937,0.8836173899588424,0.1810712871197027,1,0,0,0,1,0,0,0
unknown,,594,17.329573,0.555556,32,40,32,40,0,2,1,3,3,0,0,0,0,0,37.5,15.5,0.0,0.0,0.0,0.0,,False,4.870327668809909,-2.026738435354645,2.940522841168262,0.0328516717388156,2.488690812537869,-1.81688645253927,2.75794397619088,11.94893128548522,2.417694435313192,True,3.003666123450206,0.6344255987448961,0.1647806273283315,1,0,0,0,1,0,0,0
unknown,,611,36.948381,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,3.556849477570101,-1.423925022875048,2.742257651642442,-0.6602880856436903,2.515381202294447,-1.800969075727278,2.736751924031721,12.92407077747206,2.870659590199431,True,4.818512606480937,0.8836173899588424,0.0910786563669267,1,0,0,0,1,0,0,0
unknown,,630,21.937898,0.555556,32,40,32,40,0,2,1,3,0,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.28474756152403,-1.925685165102337,3.830458255866372,-0.0119845064389812,2.515381191707982,-1.800969039985175,2.736751941107672,12.82694625763169,2.385892728222496,True,3.333002204968138,0.9554403902966144,0.1384478610670627,1,0,0,0,1,0,0,0
unknown,,634,51.921076,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.171727517362758,-2.085383990373256,3.186574401680017,0.0937956091228576,2.515381206756223,-1.800969090791159,2.736751916834884,12.1627448195341,1.113327196946544,True,4.818512606480937,0.8836173899588424,0.067913509045579,1,0,0,0,1,0,0,0
unknown,,636,11.954734,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,4.739666207572286,-1.976331730657402,2.850726116236673,0.010024224203058,2.853360957052394,-1.316862888200824,2.343670009039681,12.46999702863748,2.204827291633953,True,4.818512606480937,0.8836173899588424,0.2118178430188299,1,0,0,0,1,0,0,0
unknown,,645,48.047791,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,24.666667,10.0,0.0,0.0,0.0,0.0,,False,5.144904189290831,-2.09248153055752,3.195735764538907,0.0752363492815413,2.461472845199568,-1.832987200928149,2.779490287115037,13.21411246900626,2.684932513508415,True,4.818512606480937,0.8836173899588424,0.0726966016355677,1,0,0,0,1,0,0,0
unknown,,739,50.078862,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.173707788222847,-2.090490625448288,3.176515925798443,0.0961482123269958,2.515381206351188,-1.800969089423679,2.736751917488204,12.4264092373601,2.173769147133667,True,4.818512606480937,0.8836173899588424,0.0,1,0,0,0,1,0,0,0
unknown,,744,31.044761,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.034210278683422,-2.054055664297993,3.071292641165027,0.068786617731739,2.515381199352185,-1.800969065793592,2.736751928777585,12.13282750109157,2.923855472905488,True,4.818512606480937,0.8836173899588424,0.1052361385981015,1,0,0,0,1,0,0,0
unknown,,749,39.086896,0.555556,20,40,32,40,0,2,1,3,3,13,0,0,0,0,25.333333,10.666667,0.0,0.0,0.0,0.0,,False,5.102935486392335,-2.07243423130386,3.122061546759571,0.0824695844079135,2.853360990246426,-1.316863000270765,2.34366995549776,12.22370336051013,0.7528211379229419,True,4.818512606480937,0.8836173899588424,0.0868470492345977,1,0,0,0,1,0,0,0
unknown,,819,35.93434600000001,0.555556,32,40,32,40,0,2,1,3,3,13,0,0,0,0,24.666667,10.0,0.0,0.0,0.0,0.0,,False,5.052411247268636,-2.065185364625342,3.133883303564484,0.0557994751455861,2.461472841337316,-1.832987187888388,2.779490293344842,11.57915734046908,3.029904748239006,True,4.818512606480937,0.8836173899588424,0.0932328591873976,1,0,0,0,1,0,0,0
unknown,,890,61.968777,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,0.0,0.0,0.0,0.0,0.0,,False,5.223911438741985,-2.08100144027934,3.179883891091733,0.1242623417030879,2.742384460389741,-1.774460446436426,2.860881217220459,12.78614563726846,3.655913881578297,True,5.149454229925024,0.8846651103006932,0.0571842456901047,1,0,0,0,1,0,0,0
unknown,,892,62.095815,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,5.234990275059241,-2.087714189471004,3.178627960757026,0.1280747596875633,2.74238446040966,-1.774460446503675,2.86088121718833,12.14723055863326,1.31964398246698,True,5.149454229925024,0.8846651103006932,0.057079735009957,1,0,0,0,1,0,0,0
unknown,,915,62.12791600000001,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,5.238138259589018,-2.08963540624114,3.178235872375153,0.129162921759127,2.742384460414683,-1.774460446520635,2.860881217180228,12.12044942636271,3.973884682136484,True,5.149454229925024,0.8846651103006932,0.0570538403613288,1,0,0,0,1,0,0,0
unknown,,953,62.110226,0.6,32,40,32,40,0,2,1,3,4,0,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,5.235207635627381,-2.087825766842998,3.17865370961393,0.1281412478073928,2.742384460411915,-1.774460446511288,2.860881217184693,11.31513796238428,3.361404913276462,True,3.242779890197394,0.6228646779109795,0.057068840210365,1,0,0,0,1,0,0,0
unknown,,999,62.05167,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,120.0,11.333333,0.0,0.0,0.0,0.0,,False,5.217520062800089,-2.091693155484493,3.205393599977116,0.1099882674805658,3.029501521755473,-1.321797547146921,2.508728137357126,10.93948145199517,2.8941314360009,True,5.149454229925024,0.8846651103006932,0.0571158608036614,1,0,0,0,1,0,0,0
unknown,,1011,62.05007,0.6,20,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,5.23299249587793,-2.086539825554256,3.178764019339573,0.1274028103115283,2.742384460402498,-1.774460446479495,2.860881217199882,12.10988652608076,3.557628971775561,True,5.149454229925024,0.8846651103006932,0.057117481979535,1,0,0,0,1,0,0,0
unknown,,1016,62.05498000000001,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,3.667438951370968,-1.42922680309679,2.798614630329658,-0.6305907143692002,2.742384460403266,-1.774460446482087,2.860881217198644,12.33655241852803,3.745848826882322,True,5.149454229925024,0.8846651103006932,0.0571135808803297,1,0,0,0,1,0,0,0
unknown,,1035,61.971519,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,5.223863174709261,-2.080966715436733,3.179903108033288,0.1242434162637544,2.74238446039017,-1.774460446437874,2.860881217219767,12.07895898622943,3.895131263059714,True,5.149454229925024,0.8846651103006932,0.0,1,0,0,0,1,0,0,0
unknown,,1048,62.08324,1.0,32,40,32,40,0,2,1,3,4,15,0,0,0,0,25.666667,11.666667,0.0,0.0,0.0,0.0,,False,5.227079853613179,-2.090138437281612,3.191808740246082,0.119368434242567,2.71718267519769,-1.790089956000801,2.88118525894223,12.10320542004539,3.989138465212693,True,5.149454229925024,0.8846651103006932,0.0570908316387645,1,0,0,0,1,0,0,0
unknown,,1100,61.952374,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,5.222876233659027,-2.080383625493237,3.179977436227456,0.1239098963070599,2.742384460387164,-1.774460446427723,2.860881217224617,11.91146362574727,3.479861043788241,True,5.149454229925024,0.8846651103006932,0.0571967046127887,1,0,0,0,1,0,0,0
unknown,,1128,62.002056,0.8,32,20,32,40,0,2,1,3,4,17,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,5.212073673534173,-2.076912653180703,3.174892421459687,0.121757471187268,2.902336573367992,-1.773934199594974,3.04233084979551,11.86288673048487,1.688132246568355,True,5.230452139907083,0.8957867200135482,0.0281700650585426,1,0,0,0,1,0,0,0
unknown,,1134,62.052965,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,25.666667,11.666667,0.0,0.0,0.0,0.0,,False,5.225790126719671,-2.089381534285739,3.191893391364173,0.1189352641730635,2.717182675193032,-1.790089955985074,2.881185258949743,12.31666873595942,3.220730088894778,True,5.149454229925024,0.8846651103006932,0.057115100832567,1,0,0,0,1,0,0,0
unknown,,1148,62.015081,0.8,32,40,32,40,0,2,1,3,4,17,0,0,0,0,15.6,7.2,0.0,0.0,0.0,0.0,,False,8.002476562039698,5.717651458566007,2.789393460950693,-2.975859638825598,2.902336573370035,-1.773934199601872,3.042330849792214,12.04675151919865,1.552486432846329,True,5.230452139907083,0.8957867200135482,0.028164701379827,1,0,0,0,1,0,0,0
unknown,,1192,62.064672,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,3.667857933281896,-1.42947293672604,2.79858657174728,-0.6304499789336416,2.742384460404785,-1.774460446487216,2.860881217196193,12.85024598651184,3.551760955803595,True,5.149454229925024,0.8846651103006932,0.0571057278525752,1,0,0,0,1,0,0,0
unknown,,1222,62.054278,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,3.902916953064487,-1.295460176193507,3.289906882869757,-0.3303503374331469,2.74238446040316,-1.774460446481729,2.860881217198814,12.83055847283188,3.590278713048977,True,5.149454229925024,0.8846651103006932,0.0571134796425777,1,0,0,0,1,0,0,0
unknown,,1245,61.978812,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,25.333333,11.333333,0.0,0.0,0.0,0.0,,False,5.210069617715328,-2.087159618961428,3.206286429243893,0.1074159984962976,2.691521734638977,-1.805903625424196,2.901810104543455,11.47189853771095,4.159244474816301,True,5.149454229925024,0.8846651103006932,0.0571755847475385,1,0,0,0,1,0,0,0
unknown,,1259,34.945192,0.6,32,40,32,40,0,2,1,0,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,5.060026989440176,-2.038663582856958,3.05512762711614,0.0924348467294427,2.742384452859476,-1.774460421012686,2.860881229366766,10.09000579348738,1.84284246741613,True,3.537622981940432,1.271116826544575,0.0,1,0,0,0,1,0,0,0
unknown,,1310,2.957843,0.7,32,40,32,20,0,2,1,3,4,0,0,0,0,0,39.0,18.0,0.0,0.0,0.0,0.0,,False,3.274317470058575,-2.135908579522928,0.0531235627239103,0.1130538117805156,2.827869659177555,-1.774178541232063,2.957856136755519,7.730518433731834,-2.182275137688066,True,3.242779890197394,0.6228646779109795,0.2633405807134434,1,0,0,0,1,0,0,0
unknown,,1334,43.995095,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,25.666667,11.666667,0.0,0.0,0.0,0.0,,False,5.120968789326244,-2.059794233257126,3.118417859502302,0.0975195178076297,2.71718267127164,-1.790089942745639,2.881185265274943,11.78778167539156,3.386247589136154,True,5.149454229925024,0.8846651103006932,0.0769681136080908,1,0,0,0,1,0,0,0
unknown,,1355,36.948159,0.6,20,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,5.075943268104123,-2.042693393351944,3.067454513239078,0.0955014822738172,2.742384453795572,-1.774460424173142,2.860881227856843,11.84089255523216,3.67339100745776,True,5.149454229925024,0.8846651103006932,0.0890495632180827,1,0,0,0,1,0,0,0
unknown,,1416,52.971597,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,5.179704543178669,-2.069695525316972,3.145951902175327,0.1157462826230852,2.023094082588091,-1.424980161150068,3.028296317189546,12.7332247877617,3.564395504698053,True,5.149454229925024,0.8846651103006932,0.0656277371882098,1,0,0,0,1,0,0,0
unknown,,1427,45.093887,0.6,32,40,32,20,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,5.143380106002778,-2.063977206942319,3.10907276631904,0.1102548313899987,1.30406257137839,-1.656805992836465,1.188219624508625,12.99495284836974,2.908676404003715,True,5.149454229925024,0.8846651103006932,0.0753740349889076,1,0,0,0,1,0,0,0
unknown,,1459,7.045786,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,3.574000405367907,-2.282764326570101,0.0891433134782665,0.2134657619386884,2.742384384483133,-1.77446019015996,2.8608813396577,9.6171423247584,-2.537006419435611,True,5.149454229925024,0.8846651103006932,0.2674377339173636,1,0,0,0,1,0,0,0
unknown,,1470,60.975646,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,3.688830802181994,-1.357846923067415,2.916400826113021,-0.1478728632722265,2.023094084083425,-1.424980166198627,3.028296314777574,11.93241632963738,1.627785837031066,True,5.149454229925024,0.8846651103006932,0.0,1,0,0,0,1,0,0,0
unknown,,1491,9.011279,0.6,32,40,32,40,0,2,1,0,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,4.652346418817159,-1.940031683362378,2.726985577245089,0.014168530258617,2.742384403163411,-1.774460253228454,2.860881309526441,11.33469910796721,2.23897852420898,True,3.537622981940432,1.271116826544575,0.2362305389367737,1,0,0,0,1,0,0,0
unknown,,1503,56.056324,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,3.925557407959205,-2.423020511963988,0.1937706181811163,0.3276261809731003,1.304062573995323,-1.656806001671774,1.188219620287516,11.61178309104037,3.353327846043463,True,5.149454229925024,0.8846651103006932,0.0624655270674496,1,0,0,0,1,0,0,0
unknown,,1526,19.016434,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,3.483585103101968,-1.334545632236394,2.678050790810893,-0.1896395525864047,2.742384438395314,-1.774460372178673,2.860881252697436,12.5320312284459,2.635873412795986,True,5.149454229925024,0.8846651103006932,0.1483290966445105,1,0,0,0,1,0,0,0
unknown,,1529,35.014213,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,26.0,12.0,0.0,0.0,0.0,0.0,,False,3.738004624921019,-1.252547968539109,3.165138639607234,-0.3625328104648465,3.061189663703653,-1.317819088599118,2.490099945371576,11.81208752044064,3.412878976426319,True,5.149454229925024,0.8846651103006932,0.093059366538795,1,0,0,0,1,0,0,0
unknown,,1619,36.064674,0.6,32,40,32,40,0,2,1,3,4,15,0,0,0,0,25.333333,11.333333,0.0,0.0,0.0,0.0,,False,5.063505176078348,-2.052561316916631,3.086488000217972,0.0803268964022128,1.253199842521262,-1.688249161336508,1.229148516842181,12.0594458134693,0.8832434571922436,True,5.149454229925024,0.8846651103006932,0.0908381698616868,1,0,0,0,1,0,0,0
